product-link href,expandable-text__inner-content,product-detail-composition
https://www.zara.com/de/en/slim-fit-tapered-jeans-p04060475.html,Slim fit tapered jeans with five pockets. Featuring a faded effect and a zip fly with button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/boxy-fit-overshirt-p07484553.html,"Boxy fit overshirt. Featuring a lapel collar, long sleeves with buttoned cuffs, hip patch pockets and a button-up front.",
https://www.zara.com/de/en/slim-fit-tapered-jeans-p04060475.html,Slim fit tapered jeans with five pockets. Featuring a faded effect and a zip fly with button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/comfort-bermuda-shorts-p02634551.html,Bermuda shorts featuring an adjustable elasticated waistband with drawstrings. Front pleats. Front pockets and rear welt pockets. Turn-up hems.,"Composition: 74% polyester, 23% viscose, 3% elastane"
https://www.zara.com/de/en/washed-relaxed-fit-sweatshirt-p00962421.html,"Relaxed fit sweatshirt. Round neck and short sleeves. Uneven hem. Washed effect.

This garment has a unique appearance thanks to its special washing process. For this reason, its colour may vary slightly from that shown in the photo.",Composition: 100% cotton
https://www.zara.com/de/en/100-linen-shirt-p03090010.html,"Regular fit linen shirt. Featuring a lapel collar, long sleeves with buttoned cuffs and a button-up front.",Composition: 100% linen
https://www.zara.com/de/en/100-linen-shirt-p03090010.html,"Regular fit linen shirt. Featuring a lapel collar, long sleeves with buttoned cuffs and a button-up front.",Composition: 100% linen
https://www.zara.com/de/en/100-linen-shirt-p03090010.html,"Regular fit linen shirt. Featuring a lapel collar, long sleeves with buttoned cuffs and a button-up front.",Composition: 100% linen
https://www.zara.com/de/en/100-linen-shirt-p03090010.html,"Regular fit linen shirt. Featuring a lapel collar, long sleeves with buttoned cuffs and a button-up front.",Composition: 100% linen
https://www.zara.com/de/en/textured-check-shirt-p06103440.html,Relaxed fit cotton shirt. Collared with short sleeves and a button-up front.,Composition: 100% cotton
https://www.zara.com/de/en/patchwork-flare-fit-jeans-p04048434.html,Flare fit jeans. Five-pocket design. Ripped effect wash on the legs. Raw hem. Zip fly and top button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/easy-care-jogger-waist-trousers-p00706870.html,"Trousers with an elastic waistband and adjustable drawstrings. Featuring side pockets, rear welt pockets and turn-up hems.","Composition: 79% polyester, 17% viscose, 4% elastane"
https://www.zara.com/de/en/textured-comfort-trousers-p00706648.html,Slim-fit trousers made of two-way stretchy fabric. Front pockets and rear welt pockets with button detail. Front zip fly and top button fastening.,"Composition: 63% polyester, 32% viscose, 5% elastane"
https://www.zara.com/de/en/straight-leg-jeans-p08062410.html,"Straight-leg jeans, slightly looser fitting than our regular straight-leg style. Five pockets. Faded effect. Button fly.",Composition: 100% cotton
https://www.zara.com/de/en/slim-fit-comfort-trousers-p06861441.html,"Trousers made from highly elastic fabric. Featuring an elastic waistband, front pockets and rear welt pockets. Zip fly and top button fastening.","Composition: 64% polyester, 34% viscose, 2% elastane"
https://www.zara.com/de/en/textured-comfort-trousers-p00706648.html,Slim-fit trousers made of two-way stretchy fabric. Front pockets and rear welt pockets with button detail. Front zip fly and top button fastening.,"Composition: 63% polyester, 32% viscose, 5% elastane"
https://www.zara.com/de/en/textured-comfort-overshirt-p04333400.html,"Relaxed fit overshirt made from stretch fabric. Featuring a collared neckline, long sleeves with buttoned cuffs, flap patch pockets on the chest and welt pockets on the hips. Button-up front.","Composition: 57% cotton, 40% polyester, 3% elastane"
https://www.zara.com/de/en/leather-effect-jacket-p08281401.html,Relaxed fit jacket in a leather-effect fabric. Lapel collar and long sleeves with popper cuffs. Welt pockets at the hip. Popper fastening at the front.,
https://www.zara.com/de/en/jacket-with-bound-seams-p03046360.html,"Regular fit jacket made of compact technical fabric. Featuring a lapel collar, long sleeves with buttoned cuffs, double welt pockets at the hip, and bound inner seams. Unlined. Zip-up front.",Composition: 100% cotton
https://www.zara.com/de/en/cropped-fit-jacket-p04272272.html,Cropped fit jacket made of viscose fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets on the hips. Zip fastening at the front.,
https://www.zara.com/de/en/leather-effect-jacket-p08281401.html,Relaxed fit jacket in a leather-effect fabric. Lapel collar and long sleeves with popper cuffs. Welt pockets at the hip. Popper fastening at the front.,
https://www.zara.com/de/en/straight-leg-jeans-p08062410.html,"Straight-leg jeans, slightly looser fitting than our regular straight-leg style. Five pockets. Faded effect. Button fly.",Composition: 100% cotton
https://www.zara.com/de/en/relaxed-fit-zip-up-overshirt-p08574370.html,"Relaxed fit overshirt made from a cotton blend fabric. Featuring a lapel collar, long sleeves with buttoned cuffs, chest patch pockets with flaps, side pockets and a zip fastening.","Composition: 98% cotton, 2% elastane"
https://www.zara.com/de/en/relaxed-fit-zip-up-overshirt-p08574370.html,"Relaxed fit overshirt made from a cotton blend fabric. Featuring a lapel collar, long sleeves with buttoned cuffs, chest patch pockets with flaps, side pockets and a zip fastening.","Composition: 98% cotton, 2% elastane"
https://www.zara.com/de/en/basic-ribbed-tank-top-p04087453.html,Slim fit T-shirt. Wide round neck and armhole sleeves.,"Composition: 95% cotton, 5% elastane"
https://www.zara.com/de/en/straight-leg-jeans-p08062410.html,"Straight-leg jeans, slightly looser fitting than our regular straight-leg style. Five pockets. Faded effect. Button fly.",Composition: 100% cotton
https://www.zara.com/de/en/basic-ribbed-tank-top-p04087453.html,Slim fit T-shirt. Wide round neck and armhole sleeves.,"Composition: 95% cotton, 5% elastane"
https://www.zara.com/de/en/straight-leg-jeans-p08062410.html,"Straight-leg jeans, slightly looser fitting than our regular straight-leg style. Five pockets. Faded effect. Button fly.",Composition: 100% cotton
https://www.zara.com/de/en/relaxed-fit-zip-up-overshirt-p08574370.html,"Relaxed fit overshirt made from a cotton blend fabric. Featuring a lapel collar, long sleeves with buttoned cuffs, chest patch pockets with flaps, side pockets and a zip fastening.","Composition: 98% cotton, 2% elastane"
https://www.zara.com/de/en/pearl-knit-polo-shirt-with-zip-p03284446.html,Regular fit knitted cotton polo shirt. Lapel collar with front zip fastening. Short sleeves. Ribbed trims.,Composition: 100% cotton
https://www.zara.com/de/en/pearl-knit-polo-shirt-with-zip-p03284446.html,Regular fit knitted cotton polo shirt. Lapel collar with front zip fastening. Short sleeves. Ribbed trims.,Composition: 100% cotton
https://www.zara.com/de/en/pearl-knit-polo-shirt-with-zip-p03284446.html,Regular fit knitted cotton polo shirt. Lapel collar with front zip fastening. Short sleeves. Ribbed trims.,Composition: 100% cotton
https://www.zara.com/de/en/slim-fit-suit-trousers-p04426254.html,"Slim fit trousers made of a viscose blend. Featuring front pockets, back buttoned jetted pockets and front zip and button fastening.","Composition: 62% polyester, 33% viscose, 5% elastane"
https://www.zara.com/de/en/slim-fit-suit-blazer-p04425254.html,"Slim fit blazer in viscose fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Featuring a welt pocket at the chest, flap pockets at the hip and an inside pocket. Back vents. Front button fastening.",
https://www.zara.com/de/en/wide-fit-pleated-trousers-p05070802.html,Wide-leg trousers. Elasticated waist with front pleat detail. Front pockets and rear welt pocket detail. Zip fly and top button fastening.,"Composition: 66% polyester, 30% viscose, 4% elastane"
https://www.zara.com/de/en/technical-trainers-p12336520.html,Technical trainers. Breathable technical fabric upper. Chunky lightweight sole.,
https://www.zara.com/de/en/slim-fit-suit-blazer-p04425254.html,"Slim fit blazer in viscose fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Featuring a welt pocket at the chest, flap pockets at the hip and an inside pocket. Back vents. Front button fastening.",
https://www.zara.com/de/en/slim-fit-suit-trousers-p04426254.html,"Slim fit trousers made of a viscose blend. Featuring front pockets, back buttoned jetted pockets and front zip and button fastening.","Composition: 62% polyester, 33% viscose, 5% elastane"
https://www.zara.com/de/en/contrast-collar-jacket-p06987411.html,"Relaxed fit jacket made of lightly padded cotton fabric. Featuring a contrast lapel collar, long sleeves with press-stud cuffs, patch pockets at the hip, a washed effect and a zip-up front.",
https://www.zara.com/de/en/cotton-linen-trousers-p08574303.html,"Regular fit trousers made from a cotton and linen blend fabric. Featuring an elasticated waistband with adjustable drawstring, front pockets and rear welt pocket detail. Zip fly and button fastening.","Composition: 70% cotton, 30% linen"
https://www.zara.com/de/en/flare-fit-jeans-p05585444.html,Flare fit jeans. Five pockets. Washed effect. Uneven hem. Zip fly and button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/flare-fit-jeans-p05585444.html,Flare fit jeans. Five pockets. Washed effect. Uneven hem. Zip fly and button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/relaxed-fit-knit-t-shirt-p05536431.html,"Relaxed fit knitted T-shirt made of a cotton blend. Featuring a crew neck, short sleeves and ribbed trims.","Composition: 79% cotton, 21% polyamide"
https://www.zara.com/de/en/relaxed-fit-knit-t-shirt-p05536431.html,"Relaxed fit knitted T-shirt made of a cotton blend. Featuring a crew neck, short sleeves and ribbed trims.","Composition: 79% cotton, 21% polyamide"
https://www.zara.com/de/en/flare-fit-jeans-p05585444.html,Flare fit jeans. Five pockets. Washed effect. Uneven hem. Zip fly and button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/cotton-linen-trousers-p08574303.html,"Regular fit trousers made from a cotton and linen blend fabric. Featuring an elasticated waistband with adjustable drawstring, front pockets and rear welt pocket detail. Zip fly and button fastening.","Composition: 70% cotton, 30% linen"
https://www.zara.com/de/en/relaxed-fit-knit-t-shirt-p05536431.html,"Relaxed fit knitted T-shirt made of a cotton blend. Featuring a crew neck, short sleeves and ribbed trims.","Composition: 79% cotton, 21% polyamide"
https://www.zara.com/de/en/cotton-linen-trousers-p08574303.html,"Regular fit trousers made from a cotton and linen blend fabric. Featuring an elasticated waistband with adjustable drawstring, front pockets and rear welt pocket detail. Zip fly and button fastening.","Composition: 70% cotton, 30% linen"
https://www.zara.com/de/en/cotton-linen-trousers-p08574303.html,"Regular fit trousers made from a cotton and linen blend fabric. Featuring an elasticated waistband with adjustable drawstring, front pockets and rear welt pocket detail. Zip fly and button fastening.","Composition: 70% cotton, 30% linen"
https://www.zara.com/de/en/relaxed-fit-knit-t-shirt-p05536431.html,"Relaxed fit knitted T-shirt made of a cotton blend. Featuring a crew neck, short sleeves and ribbed trims.","Composition: 79% cotton, 21% polyamide"
https://www.zara.com/de/en/flare-fit-jeans-p05585444.html,Flare fit jeans. Five pockets. Washed effect. Uneven hem. Zip fly and button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/slim-fit-chino-trousers-p06786300.html,Slim fit trousers made of stretch cotton. Front pockets and rear welt pockets. Zip fly and top button fastening.,"Composition: 97% cotton, 3% elastane"
https://www.zara.com/de/en/slim-fit-chino-trousers-p06786300.html,Slim fit trousers made of stretch cotton. Front pockets and rear welt pockets. Zip fly and top button fastening.,"Composition: 97% cotton, 3% elastane"
https://www.zara.com/de/en/slim-fit-chino-trousers-p06786300.html,Slim fit trousers made of stretch cotton. Front pockets and rear welt pockets. Zip fly and top button fastening.,"Composition: 97% cotton, 3% elastane"
https://www.zara.com/de/en/100-linen-trousers-p04410010.html,Regular fit trousers made of linen fabric. Elastic waistband. Front pockets and rear welt pocket detail. Zip fly and top button fastening.,Composition: 100% linen
https://www.zara.com/de/en/100-linen-trousers-p04410010.html,Regular fit trousers made of linen fabric. Elastic waistband. Front pockets and rear welt pocket detail. Zip fly and top button fastening.,Composition: 100% linen
https://www.zara.com/de/en/100-linen-trousers-p04410010.html,Regular fit trousers made of linen fabric. Elastic waistband. Front pockets and rear welt pocket detail. Zip fly and top button fastening.,Composition: 100% linen
https://www.zara.com/de/en/textured-polo-shirt-p04092400.html,Regular fit polo shirt. Lapel collar and front button fastening. Short sleeves.,Composition: 100% cotton
https://www.zara.com/de/en/vertical-textured-polo-shirt-p00526460.html,Regular fit polo shirt. Lapel collar with front opening. Short sleeves. Ribbed hem.,
https://www.zara.com/de/en/vertical-textured-polo-shirt-p00526460.html,Regular fit polo shirt. Lapel collar with front opening. Short sleeves. Ribbed hem.,
